Type,Test Plan ID,Suite Path,Suite ID,Test Case ID,Title,Step Number,Step Action,Expected Result,Execution Status,Execution Outcome,Last Run Date,Last Run By,Assigned To,Created Date,Created By,Area Path,Iteration,Automated
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123887,,5,Review available advanced configuration fields,If enabled advanced settings allow timeout configuration transfer syntax preferences SCP/SCU role settings and character set configuration,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123887,,6,Make advanced configuration changes if applicable,Advanced changes require technical DICOM knowledge,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123887,,7,Save and verify advanced settings persist,Invalid advanced settings prevented by validation,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,Verify Deleting DICOM Node,,,,Not Executed,,,,Cody Huls,2025-12-12T22:53:35.053Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,1,Login as administrator user,User is successfully logged into eCloud as administrator,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,2,Navigate to DICOM Nodes tab,DICOM Nodes tab displays,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,3,Select a DICOM node (use test node),Test DICOM node is selected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,4,Click Delete button,Delete button is available after selecting node,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,5,Verify confirmation prompt appears,Delete prompts confirmation dialog with warning,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,6,Read warning about deletion impact,Confirmation warns that deletion is permanent and indicates impact on routing rules or studies,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,7,Confirm deletion,Confirming deletion removes node from system,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,8,Verify node is removed from list,Deleted node no longer appears in list,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123888,,9,Verify deletion cannot be undone and is logged,Deletion is permanent and logged for audit,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,Verify DICOM Echo Connectivity Testing,,,,Not Executed,,,,Cody Huls,2025-12-12T22:53:35.053Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,1,Login as administrator user,User is successfully logged into eCloud as administrator,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,2,Navigate to DICOM Nodes tab,DICOM Nodes tab displays,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,3,Select a DICOM node,DICOM node is selected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,4,Click Echo button,Echo button tests DICOM connectivity,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,5,Wait for echo test to complete,Echo sends DICOM C-ECHO request to selected node,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,6,Verify result message displays,Echo result indicates connection success or failure,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,7,If successful verify success indication and response time,Successful echo shows success message with response time,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,8,If failed verify error message explains failure,Failed echo shows error message with failure reason and error details,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,9,Test with known-working node for baseline,Echo verifies network connectivity node is listening AET is correct and port is open,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123889,,10,Test with unreachable node to verify error handling,Echo is non-destructive test with no data transfer,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,Verify DICOM Echo Troubleshooting,,,,Not Executed,,,,Cody Huls,2025-12-12T22:53:35.053Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,,1,Login as administrator user,User is successfully logged into eCloud as administrator,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,,2,Create test DICOM node with intentional errors,Test node created for troubleshooting,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,,3,Test with incorrect host and verify appropriate error,Host unreachable error is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,,4,Test with incorrect port and verify port error,Port closed or blocked error is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,,5,Test with incorrect AET and verify AET error,AET mismatch error is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,,6,Test with unreachable host and verify timeout,Timeout error is displayed for unreachable host,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123890,,7,Review error messages for troubleshooting guidance,Error messages guide troubleshooting and common failure reasons are identified: Host unreachable Port closed/blocked AET mismatch Timeout TLS misconfiguration,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,Verify DICOM Node Data Validation,,,,Not Executed,,,,Cody Huls,2025-12-12T22:53:35.053Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,1,Login as administrator user,User is successfully logged into eCloud as administrator,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,2,Attempt to create DICOM node with missing required fields,DICOM node creation form opens,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,3,Verify validation errors prevent save,All required fields must be completed and save is blocked if validation fails,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,4,Enter invalid host format,Host field is filled with invalid format,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,5,Verify host validation error,Invalid hostname/IP is rejected with clear error message,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,6,Enter invalid port (e.g. 70000),Port field is filled with out-of-range value,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,7,Verify port validation error,Port must be in valid range (1-65535) and shows validation error,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,8,Enter duplicate AET,AET field is filled with existing AET value,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,9,Verify uniqueness validation,Duplicate AET is not allowed and validation error is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > DICOM Node Managment,123863,123891,,10,Correct all errors and verify save succeeds,All validation errors resolved and save completes successfully,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,,SUITE: Institution Managment,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,Verify Institutions List Display,,,,Not Executed,,,,Cody Huls,2025-12-12T22:53:21.97Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,,1,Login as administrator user,User is successfully logged into eCloud as administrator,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,,2,Verify default landing on Institutions tab,Institutions tab is default landing page for administrators,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,,3,Verify institutions list displays,Complete list of all institutions in the system is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,,4,Verify each institution card shows institution name,Each institution card shows Institution Full Name and Short Name/Identifier,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,,5,Check pagination indicator,Pagination controls are available if institutions exceed page limit,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,,6,Verify Select All checkbox functionality,Select All checkbox allows multi-institution selection,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123866,,7,Verify Search button presence,Search button provides institution search capability,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Administrator > Institution Managment,123862,123867,Verify Institution List Pagination,,,,Not Executed,,,,Cody Huls,2025-12-12T22:53:21.97Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
